[2025-02-12_13-20-12-028] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_13-20-12-028.wav
[2025-02-12_15-18-29-727] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-29-727.wav
[2025-02-12_15-18-34-782] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-34-782.wav
[2025-02-12_15-18-39-838] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-39-838.wav
[2025-02-12_15-18-44-895] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-44-895.wav
[2025-02-12_15-18-49-950] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-49-950.wav
[2025-02-12_15-18-55-006] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-18-55-006.wav
[2025-02-12_15-19-00-062] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-00-062.wav
[2025-02-12_15-19-05-118] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-05-118.wav
[2025-02-12_15-19-10-174] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-10-174.wav
[2025-02-12_15-19-15-230] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-15-230.wav
[2025-02-12_15-19-20-286] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-20-286.wav
[2025-02-12_15-19-25-342] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-25-342.wav
[2025-02-12_15-19-30-398] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-30-398.wav
[2025-02-12_15-19-35-454] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-35-454.wav
[2025-02-12_15-19-40-510] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-40-510.wav
[2025-02-12_15-19-45-566] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-45-566.wav
[2025-02-12_15-19-50-622] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-50-622.wav
[2025-02-12_15-19-55-678] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-19-55-678.wav
[2025-02-12_15-20-00-734] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-00-734.wav
[2025-02-12_15-20-05-790] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-05-790.wav
[2025-02-12_15-20-10-846] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-10-846.wav
[2025-02-12_15-20-15-902] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-15-902.wav
[2025-02-12_15-20-20-958] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-20-958.wav
[2025-02-12_15-20-26-014] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-26-014.wav
[2025-02-12_15-20-31-070] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-31-070.wav
[2025-02-12_15-20-36-126] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-36-126.wav
[2025-02-12_15-20-41-182] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-41-182.wav
[2025-02-12_15-20-46-238] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-46-238.wav
[2025-02-12_15-20-51-294] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-51-294.wav
[2025-02-12_15-20-56-350] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-20-56-350.wav
[2025-02-12_15-21-01-406] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-01-406.wav
[2025-02-12_15-21-06-462] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-06-462.wav
[2025-02-12_15-21-11-518] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-11-518.wav
[2025-02-12_15-21-16-573] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-16-573.wav
[2025-02-12_15-21-21-630] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-21-630.wav
[2025-02-12_15-21-26-686] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-26-686.wav
[2025-02-12_15-21-31-742] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-31-742.wav
[2025-02-12_15-21-36-798] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-36-798.wav
[2025-02-12_15-21-41-853] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-41-853.wav
[2025-02-12_15-21-46-910] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-46-910.wav
[2025-02-12_15-21-51-966] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-51-966.wav
[2025-02-12_15-21-57-022] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-21-57-022.wav
[2025-02-12_15-22-02-078] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-02-078.wav
[2025-02-12_15-22-07-134] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-07-134.wav
[2025-02-12_15-22-12-190] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-12-190.wav
[2025-02-12_15-22-17-246] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-17-246.wav
[2025-02-12_15-22-22-301] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-22-301.wav
[2025-02-12_15-22-27-358] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-27-358.wav
[2025-02-12_15-22-32-414] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-32-414.wav
[2025-02-12_15-22-37-470] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-37-470.wav
[2025-02-12_15-22-42-526] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-42-526.wav
[2025-02-12_15-22-47-582] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-47-582.wav
[2025-02-12_15-22-52-638] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-52-638.wav
[2025-02-12_15-22-57-694] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-22-57-694.wav
[2025-02-12_15-23-02-750] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-02-750.wav
[2025-02-12_15-23-07-806] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-07-806.wav
[2025-02-12_15-23-12-862] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-12-862.wav
[2025-02-12_15-23-17-919] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-17-919.wav
[2025-02-12_15-23-22-974] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-22-974.wav
[2025-02-12_15-23-28-030] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-28-030.wav
[2025-02-12_15-23-33-086] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-33-086.wav
[2025-02-12_15-23-38-142] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-38-142.wav
[2025-02-12_15-23-43-198] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-43-198.wav
[2025-02-12_15-23-48-254] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-48-254.wav
[2025-02-12_15-23-53-310] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-53-310.wav
[2025-02-12_15-23-58-366] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-23-58-366.wav
[2025-02-12_15-24-03-422] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-03-422.wav
[2025-02-12_15-24-08-478] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-08-478.wav
[2025-02-12_15-24-13-534] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-13-534.wav
[2025-02-12_15-24-18-590] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-18-590.wav
[2025-02-12_15-24-23-646] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-23-646.wav
[2025-02-12_15-24-28-702] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-28-702.wav
[2025-02-12_15-24-33-758] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-33-758.wav
[2025-02-12_15-24-38-814] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-38-814.wav
[2025-02-12_15-24-43-870] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-43-870.wav
[2025-02-12_15-24-48-926] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-48-926.wav
[2025-02-12_15-24-53-982] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-53-982.wav
[2025-02-12_15-24-59-038] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-24-59-038.wav
[2025-02-12_15-25-04-094] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-04-094.wav
[2025-02-12_15-25-09-150] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-09-150.wav
[2025-02-12_15-25-14-206] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-14-206.wav
[2025-02-12_15-25-19-262] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-19-262.wav
[2025-02-12_15-25-24-318] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-24-318.wav
[2025-02-12_15-25-29-374] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-29-374.wav
[2025-02-12_15-25-34-430] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-34-430.wav
[2025-02-12_15-25-39-487] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-39-487.wav
[2025-02-12_15-25-44-542] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-44-542.wav
[2025-02-12_15-25-49-599] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-49-599.wav
[2025-02-12_15-25-54-654] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-54-654.wav
[2025-02-12_15-25-59-710] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-25-59-710.wav
[2025-02-12_15-26-04-766] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-04-766.wav
[2025-02-12_15-26-09-822] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-09-822.wav
[2025-02-12_15-26-14-878] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-14-878.wav
[2025-02-12_15-26-19-934] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-19-934.wav
[2025-02-12_15-26-24-990] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-24-990.wav
[2025-02-12_15-26-30-046] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-30-046.wav
[2025-02-12_15-26-35-102] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-35-102.wav
[2025-02-12_15-26-40-158] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-40-158.wav
[2025-02-12_15-26-45-214] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-45-214.wav
[2025-02-12_15-26-50-270] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-50-270.wav
[2025-02-12_15-26-55-326] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-26-55-326.wav
[2025-02-12_15-27-00-382] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-00-382.wav
[2025-02-12_15-27-05-438] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-05-438.wav
[2025-02-12_15-27-10-494] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-10-494.wav
[2025-02-12_15-27-15-551] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-15-551.wav
[2025-02-12_15-27-20-606] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-20-606.wav
[2025-02-12_15-27-25-663] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-25-663.wav
[2025-02-12_15-27-30-718] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-30-718.wav
[2025-02-12_15-27-35-774] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-35-774.wav
[2025-02-12_15-27-40-830] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-40-830.wav
[2025-02-12_15-27-45-886] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-45-886.wav
[2025-02-12_15-27-50-942] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-50-942.wav
[2025-02-12_15-27-55-998] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-27-55-998.wav
[2025-02-12_15-28-01-055] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-01-055.wav
[2025-02-12_15-28-06-111] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-06-111.wav
[2025-02-12_15-28-11-166] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-11-166.wav
[2025-02-12_15-28-16-223] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-16-223.wav
[2025-02-12_15-28-21-279] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-21-279.wav
[2025-02-12_15-28-26-335] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-26-335.wav
[2025-02-12_15-28-31-391] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-31-391.wav
[2025-02-12_15-28-36-447] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-36-447.wav
[2025-02-12_15-28-41-503] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-41-503.wav
[2025-02-12_15-28-46-559] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-46-559.wav
[2025-02-12_15-28-51-615] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-51-615.wav
[2025-02-12_15-28-56-671] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-28-56-671.wav
[2025-02-12_15-29-01-727] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-01-727.wav
[2025-02-12_15-29-06-783] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-06-783.wav
[2025-02-12_15-29-11-839] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-11-839.wav
[2025-02-12_15-29-16-895] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-16-895.wav
[2025-02-12_15-29-21-951] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-21-951.wav
[2025-02-12_15-29-27-007] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-27-007.wav
[2025-02-12_15-29-32-063] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-32-063.wav
[2025-02-12_15-29-37-119] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-37-119.wav
[2025-02-12_15-29-42-175] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-42-175.wav
[2025-02-12_15-29-47-231] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-47-231.wav
[2025-02-12_15-29-52-287] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-52-287.wav
[2025-02-12_15-29-57-343] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-29-57-343.wav
[2025-02-12_15-30-02-399] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-02-399.wav
[2025-02-12_15-30-07-455] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-07-455.wav
[2025-02-12_15-30-12-511] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-12-511.wav
[2025-02-12_15-30-17-567] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-17-567.wav
[2025-02-12_15-30-22-623] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-22-623.wav
[2025-02-12_15-30-27-679] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-27-679.wav
[2025-02-12_15-30-32-735] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-32-735.wav
[2025-02-12_15-30-37-791] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-37-791.wav
[2025-02-12_15-30-42-847] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-42-847.wav
[2025-02-12_15-30-47-903] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-47-903.wav
[2025-02-12_15-30-52-959] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-52-959.wav
[2025-02-12_15-30-58-015] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-30-58-015.wav
[2025-02-12_15-31-03-071] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-03-071.wav
[2025-02-12_15-31-08-127] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-08-127.wav
[2025-02-12_15-31-13-183] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-13-183.wav
[2025-02-12_15-31-18-239] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-18-239.wav
[2025-02-12_15-31-23-295] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-23-295.wav
[2025-02-12_15-31-28-351] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-28-351.wav
[2025-02-12_15-31-33-407] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-33-407.wav
[2025-02-12_15-31-38-463] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-38-463.wav
[2025-02-12_15-31-43-519] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-43-519.wav
[2025-02-12_15-31-48-575] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-48-575.wav
[2025-02-12_15-31-53-631] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-53-631.wav
[2025-02-12_15-31-58-687] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs/speech_2025-02-12_15-31-58-687.wav
