[2025-02-13_09-26-29-299] Confidence: 0.90 | Text: hello | Audio: audio_logs1/speech_2025-02-13_09-26-29-299.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(45.93045333719101), np.float64(18.589175602611167), np.float64(34.86374568271822), np.float64(6.29283376430806), np.float64(70.37847416864072), np.float64(197.681777906367), np.float64(180.6838936004774), np.float64(92.72888374532107), np.float64(49.54702446610369)] | Type: Normal Sound Range
[2025-02-13_11-05-11-147] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-05-11-147.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(4.412216777273468), np.float64(43.54351639210864), np.float64(38.046328276161375), np.float64(9.764742048064232), np.float64(33.20012296341839), np.float64(50.34267011446448), np.float64(25.388329324967), np.float64(21.3377696605848), np.float64(15.84058154463753)] | Type: Normal Sound Range
[2025-02-13_11-05-16-161] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-05-16-161.wav | Frequencies: [np.float64(0.506319958047775), np.float64(43.54351639210864), np.float64(39.92694526319597), np.float64(36.310374134283286), np.float64(5.858845228838539), np.float64(31.174843131227284), np.float64(64.23030324948917), np.float64(21.482432505741308), np.float64(86.58071282616952), np.float64(47.883401746803855)] | Type: Normal Sound Range
[2025-02-13_11-05-21-173] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-05-21-173.wav | Frequencies: [np.float64(0.7233142257825356), np.float64(43.54351639210864), np.float64(4.556879622429975), np.float64(31.825825934431567), np.float64(37.6846711632701), np.float64(18.444512757454657), np.float64(52.29561852407733), np.float64(65.89392596878899), np.float64(22.784398112149873), np.float64(86.58071282616952)] | Type: Normal Sound Range
[2025-02-13_11-05-26-187] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-05-26-187.wav | Frequencies: [np.float64(0.650982803204282), np.float64(43.54351639210864), np.float64(6.943816567512342), np.float64(21.482432505741308), np.float64(33.56178007630965), np.float64(54.10390408853367), np.float64(64.88128605269344), np.float64(86.58071282616952), np.float64(37.82933400842661), np.float64(70.30614274606246)] | Type: Normal Sound Range
[2025-02-13_11-05-31-200] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-05-31-200.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(46.07511618234752), np.float64(6.582159454621074), np.float64(21.482432505741308), np.float64(33.634111498887904), np.float64(54.03157266595541), np.float64(65.53226885589773), np.float64(38.046328276161375), np.float64(10.34339342869026), np.float64(72.1144283105188)] | Type: Normal Sound Range
[2025-02-13_11-05-36-213] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-05-36-213.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(7.594799370716624), np.float64(46.00278475976926), np.float64(17.86586137682863), np.float64(33.27245438599664), np.float64(24.665015099184465), np.float64(28.498580495831902), np.float64(54.537892624003184), np.float64(68.64252002676263), np.float64(13.81530171244643)] | Type: Normal Sound Range
[2025-02-13_11-05-41-247] Confidence: 0.90 | Text: okay | Audio: audio_logs1/speech_2025-02-13_11-05-41-247.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(6.943816567512342), np.float64(46.00278475976926), np.float64(35.94871702139202), np.float64(21.554763928319563), np.float64(11.717690457677078), np.float64(17.214878573624347), np.float64(40.21627095350898), np.float64(32.115151624744584), np.float64(26.40096924106255)] | Type: Normal Sound Range
[2025-02-13_11-05-46-260] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-05-46-260.wav | Frequencies: [np.float64(0.7956456483607892), np.float64(7.160810835247102), np.float64(46.07511618234752), np.float64(18.733838447767674), np.float64(25.532992170123507), np.float64(35.00840852787472), np.float64(13.81530171244643), np.float64(55.695195385255246), np.float64(69.14883998481041), np.float64(60.17974358510696)] | Type: Normal Sound Range
[2025-02-13_11-05-51-274] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-05-51-274.wav | Frequencies: [np.float64(0.506319958047775), np.float64(46.00278475976926), np.float64(4.773873890164735), np.float64(18.29984991229815), np.float64(33.4894486537314), np.float64(67.48521726551057), np.float64(10.632719119003273), np.float64(326.9380300537061), np.float64(50.84899007251225), np.float64(22.92906095730638)] | Type: Normal Sound Range
[2025-02-13_11-05-56-287] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-05-56-287.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(46.00278475976926), np.float64(5.641850961103778), np.float64(33.56178007630965), np.float64(18.733838447767674), np.float64(66.9788973074628), np.float64(50.19800726930797), np.float64(25.388329324967), np.float64(56.78016672392905), np.float64(9.54774778032947)] | Type: Normal Sound Range
[2025-02-13_11-06-01-300] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-06-01-300.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(46.07511618234752), np.float64(6.148170919151553), np.float64(33.56178007630965), np.float64(18.372181334876405), np.float64(54.89954973689446), np.float64(22.639735266993366), np.float64(49.76401873383845), np.float64(61.12005207862426), np.float64(26.83495777653207)] | Type: Normal Sound Range
[2025-02-13_11-06-06-377] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-06-06-377.wav | Frequencies: [np.float64(0.2853626781287342), np.float64(46.086072517790576), np.float64(6.991385614153988), np.float64(18.47723340883554), np.float64(24.89789366673206), np.float64(33.530114680126275), np.float64(56.00242558276409), np.float64(13.340705202518325), np.float64(38.30993953878257), np.float64(64.49196525709394)] | Type: Normal Sound Range
[2025-02-13_11-06-11-390] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-06-11-390.wav | Frequencies: [np.float64(0.506319958047775), np.float64(46.07511618234752), np.float64(4.26755393211696), np.float64(33.56178007630965), np.float64(18.516844180032912), np.float64(7.956456483607892), np.float64(59.23943509158967), np.float64(54.10390408853367), np.float64(22.350409576680352), np.float64(68.57018860418438)] | Type: Normal Sound Range
[2025-02-13_11-06-16-424] Confidence: 0.90 | Text: I owe 1400 on top of the Thousand I repeat | Audio: audio_logs1/speech_2025-02-13_11-06-16-424.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(36.96135693748757), np.float64(218.44089618632574), np.float64(131.71552051499972), np.float64(175.98235113289093), np.float64(87.52102131968681), np.float64(46.07511618234752), np.float64(6.654490877199327), np.float64(141.48026256306397), np.float64(17.86586137682863)] | Type: Normal Sound Range
[2025-02-13_11-06-21-437] Confidence: 0.90 | Text: cancel timer for invoice 2016 | Audio: audio_logs1/speech_2025-02-13_11-06-21-437.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(35.00840852787472), np.float64(213.52235945100452), np.float64(4.846205312742988), np.float64(46.14744760492577), np.float64(38.841973924522165), np.float64(22.639735266993366), np.float64(69.7998227880147), np.float64(176.6333339360952), np.float64(167.80890038154826)] | Type: Normal Sound Range
[2025-02-13_11-06-26-451] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-06-26-451.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(46.14744760492577), np.float64(4.990868157899496), np.float64(18.372181334876405), np.float64(24.448020831449703), np.float64(50.12567584672972), np.float64(28.06459196036238), np.float64(37.39534547295709), np.float64(33.4894486537314), np.float64(58.66078371096364)] | Type: Normal Sound Range
[2025-02-13_11-06-31-464] Confidence: 0.90 | Text: play am I supposed to | Audio: audio_logs1/speech_2025-02-13_11-06-31-464.wav | Frequencies: [np.float64(0.2169942677347607), np.float64(46.07511618234752), np.float64(7.160810835247102), np.float64(18.372181334876405), np.float64(22.49507242183686), np.float64(59.09477224643316), np.float64(26.690294931375565), np.float64(34.35742572467044), np.float64(11.645359035098824), np.float64(39.13129961483518)] | Type: Normal Sound Range
[2025-02-13_11-06-36-477] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-06-36-477.wav | Frequencies: [np.float64(0.5786513806260285), np.float64(6.943816567512342), np.float64(46.14744760492577), np.float64(19.240158405815446), np.float64(25.677655015280013), np.float64(10.56038769642502), np.float64(59.09477224643316), np.float64(15.117267318854994), np.float64(54.46556120142493), np.float64(50.776658649934)] | Type: Normal Sound Range
[2025-02-13_11-06-41-490] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-06-41-490.wav | Frequencies: [np.float64(0.506319958047775), np.float64(6.799153722355835), np.float64(46.07511618234752), np.float64(17.938192799406885), np.float64(25.026672212075734), np.float64(33.56178007630965), np.float64(12.58566752861612), np.float64(58.733115133541894), np.float64(64.9536174752717), np.float64(28.715574763566664)] | Type: Normal Sound Range
[2025-02-13_11-06-46-503] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-06-46-503.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.07511618234752), np.float64(4.26755393211696), np.float64(23.073723802462887), np.float64(50.631995804777496), np.float64(27.051952044266834), np.float64(8.896764977125189), np.float64(63.36232617855012), np.float64(18.516844180032912), np.float64(33.92343718920092)] | Type: Normal Sound Range
[2025-02-13_11-06-51-516] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-06-51-516.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(7.233142257825357), np.float64(213.59469087358278), np.float64(46.07511618234752), np.float64(33.92343718920092), np.float64(19.67414694128497), np.float64(57.72047521744634), np.float64(26.907289199110327), np.float64(14.900273051120234), np.float64(50.92132149509051)] | Type: Normal Sound Range
[2025-02-13_11-06-56-529] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-06-56-529.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(6.799153722355835), np.float64(213.30536518326974), np.float64(46.07511618234752), np.float64(18.2275184897199), np.float64(12.80266179635088), np.float64(24.303357986293197), np.float64(34.28509430209219), np.float64(27.919929115205875), np.float64(57.57581237228984)] | Type: Normal Sound Range
[2025-02-13_11-07-01-543] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-07-01-543.wav | Frequencies: [np.float64(0.650982803204282), np.float64(46.07511618234752), np.float64(18.589175602611167), np.float64(59.09477224643316), np.float64(4.990868157899496), np.float64(33.56178007630965), np.float64(10.34339342869026), np.float64(55.26120684978572), np.float64(14.03229598018119), np.float64(25.17133505723224)] | Type: Normal Sound Range
[2025-02-13_11-07-06-577] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-07-06-577.wav | Frequencies: [np.float64(0.28932569031301425), np.float64(46.07511618234752), np.float64(4.629211045008228), np.float64(18.516844180032912), np.float64(59.09477224643316), np.float64(36.093379866548524), np.float64(8.462776441655667), np.float64(144.59051373392887), np.float64(53.52525270790763), np.float64(24.737346521762717)] | Type: Normal Sound Range
[2025-02-13_11-07-11-590] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-07-11-590.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.07511618234752), np.float64(4.629211045008228), np.float64(59.09477224643316), np.float64(18.589175602611167), np.float64(36.093379866548524), np.float64(55.26120684978572), np.float64(65.60460027847598), np.float64(8.607439286812173), np.float64(83.47046165530462)] | Type: Normal Sound Range
[2025-02-13_11-07-16-603] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-07-16-603.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(46.07511618234752), np.float64(4.846205312742988), np.float64(18.589175602611167), np.float64(9.186090667438203), np.float64(37.82933400842661), np.float64(62.49434910761108), np.float64(55.98452107556826), np.float64(50.70432722735575), np.float64(34.14043145693568)] | Type: Normal Sound Range
[2025-02-13_11-07-21-617] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-07-21-617.wav | Frequencies: [np.float64(0.506319958047775), np.float64(46.07511618234752), np.float64(4.701542467586481), np.float64(18.66150702518942), np.float64(35.94871702139202), np.float64(59.02244082385491), np.float64(40.21627095350898), np.float64(24.52035225402796), np.float64(9.403084935172963), np.float64(4110.016093741524)] | Type: Normal Sound Range
[2025-02-13_11-07-26-630] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-07-26-630.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(6.871485144934089), np.float64(46.07511618234752), np.float64(18.2275184897199), np.float64(37.39534547295709), np.float64(25.677655015280013), np.float64(57.35881810455508), np.float64(33.4894486537314), np.float64(66.68957161714978), np.float64(13.019656064085641)] | Type: Normal Sound Range
[2025-02-13_11-07-31-643] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-07-31-643.wav | Frequencies: [np.float64(0.506319958047775), np.float64(46.07511618234752), np.float64(18.589175602611167), np.float64(5.931176651416792), np.float64(59.16710366901141), np.float64(33.4894486537314), np.float64(27.485940579736354), np.float64(50.12567584672972), np.float64(69.29350282996691), np.float64(65.02594889784996)] | Type: Normal Sound Range
[2025-02-13_11-07-36-656] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-07-36-656.wav | Frequencies: [np.float64(0.3616571128912678), np.float64(46.07511618234752), np.float64(5.931176651416792), np.float64(33.4894486537314), np.float64(18.806169870345926), np.float64(59.09477224643316), np.float64(27.268946312001592), np.float64(41.37357371476104), np.float64(50.270338691886224), np.float64(55.18887542720747)] | Type: Normal Sound Range
[2025-02-13_11-07-41-669] Confidence: 0.00 | Text: [Unrecognized Speech] | Audio: audio_logs1/speech_2025-02-13_11-07-41-669.wav | Frequencies: [np.float64(0.4339885354695214), np.float64(46.07511618234752), np.float64(40.79492233413501), np.float64(4.484548199851721), np.float64(249.47107647239653), np.float64(20.46979258964576), np.float64(36.382705556861545), np.float64(262.4907325364822), np.float64(219.1642104121083), np.float64(258.15084718178696)] | Type: Normal Sound Range
[2025-02-13_11-07-46-682] Confidence: 0.90 | Text: I mean we could | Audio: audio_logs1/speech_2025-02-13_11-07-46-682.wav | Frequencies: [np.float64(0.650982803204282), np.float64(46.07511618234752), np.float64(99.16638035478563), np.float64(148.71340482088934), np.float64(4.412216777273468), np.float64(49.76401873383845), np.float64(59.16710366901141), np.float64(156.74219272707546), np.float64(249.47107647239653), np.float64(243.68456266613626)] | Type: Normal Sound Range
